109,0,14:00,14:02,4,G1013,株洲西,,,,,,,189.5
138,0,14:29,14:31,5,G1013,衡阳东,,,,,,,244
173,0,15:04,15:06,6,G1013,郴州西,,,,,,,309
240,0,16:11,16:13,7,G1013,广州北,,,,,,,443.5
265,0,16:36,16:40,8,G1013,广州南,,,,,,,463.5
298,0,17:09,17:09,9,G1013,深圳北,,,,,,,538
0,0,,15:22,1,G1014,深圳北,,,,,,,
17,0,15:39,15:41,2,G1014,虎门,,,,,,,39.5
36,0,15:58,16:04,3,G1014,广州南,,,,,,,74.5
78,0,16:40,16:42,4,G1014,英德西,,,,,,,139
100,0,17:02,17:04,5,G1014,韶关,,,,,,,179
133,0,17:35,17:37,6,G1014,郴州西,,,,,,,249
168,0,18:10,18:12,7,G1014,衡阳东,,,,,,,318.5
211,0,18:53,18:57,8,G1014,长沙南,,,,,,,388.5
249,0,19:31,19:33,9,G1014,岳阳东,,,,,,,448
301,0,20:23,20:23,10,G1014,武汉,,,,,,,538
0,0,,13:44,1,G1015,武汉,,,,,,,
24,0,14:08,14:14,2,G1015,咸宁北,,,,,,,39.5
61,0,14:45,14:47,3,G1015,岳阳东,,,,,,,99.5
96,0,15:20,15:25,4,G1015,长沙南,,,,,,,164.5
138,0,16:02,16:04,5,G1015,衡阳东,,,,,,,244
173,0,16:37,16:46,6,G1015,郴州西,,,,,,,309
213,0,17:17,17:19,7,G1015,韶关,,,,,,,369
272,0,18:16,18:21,8,G1015,广州南,,,,,,,463.5
294,0,18:38,18:40,9,G1015,虎门,,,,,,,498
313,0,18:57,18:57,10,G1015,深圳北,,,,,,,538
0,0,,15:10,1,G1016,深圳北,,,,,,,
17,0,15:27,15:29,2,G1016,虎门,,,,,,,39.5
36,0,15:46,15:50,3,G1016,广州南,,,,,,,74.5
91,0,16:41,16:43,4,G1016,韶关,,,,,,,179
124,0,17:14,17:16,5,G1016,郴州西,,,,,,,249
159,0,17:49,17:51,6,G1016,衡阳东,,,,,,,318.5
188,0,18:18,18:20,7,G1016,株洲西,,,,,,,388.5
209,0,18:39,18:42,8,G1016,长沙南,,,,,,,388.5
231,0,19:01,19:03,9,G1016,汨罗东,,,,,,,423.5
278,0,19:48,19:50,10,G1016,咸宁北,,,,,,,503
305,0,20:15,20:15,11,G1016,武汉,,,,,,,538
0,0,,14:39,1,G1017,武汉,,,,,,,
49,0,15:28,15:30,2,G1017,岳阳东,,,,,,,99.5
85,0,16:04,16:07,3,G1017,长沙南,,,,,,,164.5
125,0,16:44,16:46,4,G1017,衡阳东,,,,,,,244
144,0,17:03,17:05,5,G1017,耒阳西,,,,,,,269
193,0,17:52,17:54,6,G1017,韶关,,,,,,,369
252,0,18:51,18:55,7,G1017,广州南,,,,,,,463.5
285,0,19:24,19:24,8,G1017,深圳北,,,,,,,538
0,0,,15:04,1,G1018,深圳北,,,,,,,
21,0,15:25,15:27,2,G1018,庆盛,,,,,,,49.5
36,0,15:40,15:44,3,G1018,广州南,,,,,,,74.5
91,0,16:35,16:37,4,G1018,韶关,,,,,,,179
124,0,17:08,17:10,5,G1018,郴州西,,,,,,,249
159,0,17:43,17:45,6,G1018,衡阳东,,,,,,,318.5
203,0,18:27,18:31,7,G1018,长沙南,,,,,,,388.5
225,0,18:49,18:51,8,G1018,汨罗东,,,,,,,423.5
247,0,19:11,19:13,9,G1018,岳阳东,,,,,,,448
299,0,20:03,20:03,10,G1018,武汉,,,,,,,538
0,0,,15:43,1,G1019,武汉,,,,,,,
33,0,16:16,16:18,2,G1019,赤壁北,,,,,,,59.5
85,0,17:08,17:12,3,G1019,长沙南,,,,,,,164.5
118,0,17:41,17:43,4,G1019,衡山西,,,,,,,229
145,0,18:08,18:10,5,G1019,耒阳西,,,,,,,269
194,0,18:57,18:59,6,G1019,韶关,,,,,,,369
253,0,19:56,20:00,7,G1019,广州南,,,,,,,463.5
274,0,20:17,20:19,8,G1019,虎门,,,,,,,498
294,0,20:37,20:37,9,G1019,深圳北,,,,,,,538
0,0,,06:44,1,G101,北京南,,,,,,,
51,0,07:35,07:38,2,G101,沧州西,,,,,,,94.5
81,0,08:05,08:13,3,G101,德州东,,,,,,,144.5
113,0,08:37,08:40,4,G101,济南西,,,,,,,184.5
133,0,08:57,09:00,5,G101,泰安,,,,,,,214
174,0,09:38,09:40,6,G101,枣庄,,,,,,,284
194,0,09:58,10:00,7,G101,徐州东,,,,,,,309
271,0,11:15,11:17,8,G101,南京南,,,,,,,443.5
292,0,11:36,11:38,9,G101,镇江南,,,,,,,468.5
329,0,12:13,12:15,10,G101,苏州北,,,,,,,523.5
354,0,12:38,12:38,11,G101,上海虹桥,,,,,,,553
0,0,,16:25,1,G1020,深圳北,,,,,,,
17,0,16:42,16:44,2,G1020,虎门,,,,,,,39.5
36,0,17:01,17:05,3,G1020,广州南,,,,,,,74.5
76,0,17:41,17:43,4,G1020,英德西,,,,,,,139
124,0,18:29,18:31,5,G1020,郴州西,,,,,,,249
159,0,19:04,19:06,6,G1020,衡阳东,,,,,,,318.5
202,0,19:47,19:50,7,G1020,长沙南,,,,,,,388.5
239,0,20:24,20:26,8,G1020,岳阳东,,,,,,,448
271,0,20:56,20:58,9,G1020,咸宁北,,,,,,,503
298,0,21:23,21:23,10,G1020,武汉,,,,,,,538
0,0,,16:58,1,G1021,武汉,,,,,,,
24,0,17:22,17:27,2,G1021,咸宁北,,,,,,,39.5
60,0,17:58,18:00,3,G1021,岳阳东,,,,,,,99.5
96,0,18:34,18:37,4,G1021,长沙南,,,,,,,164.5
114,0,18:52,18:54,5,G1021,株洲西,,,,,,,189.5
155,0,19:33,19:35,6,G1021,耒阳西,,,,,,,269
219,0,20:37,20:39,7,G1021,英德西,,,,,,,408.5
264,0,21:22,21:26,8,G1021,广州南,,,,,,,463.5
285,0,21:43,21:45,9,G1021,虎门,,,,,,,498
304,0,22:02,22:02,10,G1021,深圳北,,,,,,,538
0,0,,17:10,1,G1022,深圳北,,,,,,,
17,0,17:27,17:29,2,G1022,虎门,,,,,,,39.5
36,0,17:46,17:51,3,G1022,广州南,,,,,,,74.5
77,0,18:27,18:29,4,G1022,英德西,,,,,,,139
125,0,19:15,19:17,5,G1022,郴州西,,,,,,,249
148,0,19:38,19:40,6,G1022,耒阳西,,,,,,,293.5
175,0,20:05,20:07,7,G1022,衡山西,,,,,,,333.5
211,0,20:41,20:45,8,G1022,长沙南,,,,,,,388.5
233,0,21:03,21:05,9,G1022,汨罗东,,,,,,,423.5
255,0,21:25,21:27,10,G1022,岳阳东,,,,,,,448
307,0,22:17,22:17,11,G1022,武汉,,,,,,,538
0,0,,06:39,1,G102,上海虹桥,,,,,,,
23,0,07:02,07:04,2,G102,苏州北,,,,,,,34.5
47,0,07:26,07:28,3,G102,常州北,,,,,,,74.5
82,0,08:01,08:03,4,G102,南京南,,,,,,,134.5
144,0,09:03,09:08,5,G102,宿州东,,,,,,,254
181,0,09:40,09:46,6,G102,枣庄,,,,,,,309
237,0,10:36,10:39,7,G102,济南西,,,,,,,398.5
303,0,11:42,11:44,8,G102,天津南,,,,,,,508.5
339,0,12:18,12:18,9,G102,北京南,,,,,,,553
0,0,,12:39,1,G1032,深圳北,,,,,,,
17,0,12:56,12:58,2,G1032,虎门,,,,,,,39.5
36,0,13:15,13:19,3,G1032,广州南,,,,,,,74.5
91,0,14:10,14:12,4,G1032,韶关,,,,,,,179
124,0,14:43,14:45,5,G1032,郴州西,,,,,,,249
147,0,15:06,15:08,6,G1032,耒阳西,,,,,,,293.5
166,0,15:25,15:27,7,G1032,衡阳东,,,,,,,318.5
208,0,16:07,16:10,8,G1032,长沙南,,,,,,,388.5
245,0,16:44,16:46,9,G1032,岳阳东,,,,,,,448
277,0,17:16,17:22,10,G1032,咸宁北,,,,,,,503
310,0,17:49,18:02,11,G1032,武汉,,,,,,,546.5
340,0,18:19,18:23,12,G1032,汉口,,,,,,,546.5
379,0,18:58,19:00,13,G1032,天门南,,,,,,,570.5
400,0,19:19,19:21,14,G1032,潜江,,,,,,,586
428,0,19:47,19:49,15,G1032,荆州,,,,,,,606.5
464,0,20:23,20:23,16,G1032,宜昌东,,,,,,,632
0,0,,08:40,1,G1034,宜昌东,,,,,,,
18,0,08:58,09:00,2,G1034,枝江北,,,,,,14.5,12.5
39,0,09:19,09:22,3,G1034,荆州,,,,,,30.5,25.5
88,0,10:08,10:10,4,G1034,天门南,,,,,,73.5,61.5
105,0,10:25,10:27,5,G1034,汉川,,,,,,85.5,71.5
131,0,10:51,11:07,6,G1034,汉口,,,,,,102.5,84.5
169,0,11:29,11:40,7,G1034,武汉,,,,,,115.5,96.5
213,0,12:13,12:15,8,G1034,赤壁北,,,,,,209.5,155
236,0,12:36,12:38,9,G1034,岳阳东,,,,,,273.5,194.5
272,0,13:12,13:16,10,G1034,长沙南,,,,,,381.5,262
313,0,13:53,13:55,11,G1034,衡阳东,,,,,,508.5,341.5
348,0,14:28,14:30,12,G1034,郴州西,,,,,,610,405
381,0,15:01,15:03,13,G1034,韶关,,,,,,709,467
440,0,16:00,16:06,14,G1034,广州南,,,,,,854,557.5
471,0,16:31,16:33,15,G1034,光明城,,,,,,938.5,617
483,0,16:43,,16,G1034,深圳北,,,,,,953.5,632
0,0,,06:53,1,G104,上海虹桥,,,,,,,
28,0,07:21,07:28,2,G104,无锡东,,,,,,,49.5
79,0,08:12,08:14,3,G104,南京南,,,,,,,134.5
99,0,08:32,08:35,4,G104,滁州,,,,,,,164.5
165,0,09:38,09:40,5,G104,徐州东,,,,,,,279
230,0,10:43,10:45,6,G104,济南西,,,,,,,398.5
278,0,11:31,11:32,7,G104,沧州西,,,,,,,473.5
330,0,12:23,12:23,8,G104,北京南,,,,,,,553
0,0,,07:35,1,G105,北京南,,,,,,,
21,0,07:56,07:59,2,G105,廊坊,,,,,,,29.5
59,0,08:34,08:36,3,G105,沧州西,,,,,,,94.5
107,0,09:22,09:24,4,G105,济南西,,,,,,,184.5
172,0,10:27,10:29,5,G105,徐州东,,,,,,,309
193,0,10:48,10:49,6,G105,宿州东,,,,,,,339
254,0,11:49,11:51,7,G105,南京南,,,,,,,443.5
288,0,12:23,12:28,8,G105,常州北,,,,,,,493.5
315,0,12:50,12:52,9,G105,苏州北,,,,,,,523.5
340,0,13:15,13:15,10,G105,上海虹桥,,,,,,,553
0,0,,07:10,1,G106,上海虹桥,,,,,,,
23,0,07:33,07:35,2,G106,苏州北,,,,,,,34.5
60,0,08:10,08:12,3,G106,镇江南,,,,,,,104.5
81,0,08:31,08:33,4,G106,南京南,,,,,,,134.5
157,0,09:47,09:50,5,G106,徐州东,,,,,,,279
211,0,10:41,10:44,6,G106,泰安,,,,,,,374
231,0,11:01,11:03,7,G106,济南西,,,,,,,398.5
296,0,12:06,12:08,8,G106,天津南,,,,,,,508.5
332,0,12:42,12:42,9,G106,北京南,,,,,,,553
0,0,,08:05,1,G107,北京南,,,,,,,
73,0,09:18,09:21,2,G107,德州东,,,,,,,144.5
100,0,09:45,09:49,3,G107,济南西,,,,,,,184.5
154,0,10:39,10:40,4,G107,枣庄,,,,,,,284
173,0,10:58,11:00,5,G107,徐州东,,,,,,,309
249,0,12:14,12:16,6,G107,南京南,,,,,,,443.5
276,0,12:41,12:43,7,G107,丹阳北,,,,,,,478.5
308,0,13:13,13:15,8,G107,苏州北,,,,,,,523.5
333,0,13:38,13:38,9,G107,上海虹桥,,,,,,,553
0,0,,07:20,1,G108,上海虹桥,,,,,,,
17,0,07:37,07:39,2,G108,昆山南,,,,,,,24.5
35,0,07:55,07:57,3,G108,无锡东,,,,,,,49.5
61,0,08:21,08:23,4,G108,丹阳北,,,,,,,89.5
88,0,08:48,08:50,5,G108,南京南,,,,,,,134.5
132,0,09:32,09:34,6,G108,蚌埠南,,,,,,,214
172,0,10:12,10:18,7,G108,徐州东,,,,,,,279
196,0,10:36,10:37,8,G108,枣庄,,,,,,,309
247,0,11:27,11:32,9,G108,济南西,,,,,,,398.5
276,0,11:56,11:58,10,G108,德州东,,,,,,,438.5
351,0,13:11,13:11,11,G108,北京南,,,,,,,553
0,0,,08:15,1,G109,北京南,,,,,,,
74,0,09:29,09:31,2,G109,德州东,,,,,,,144.5
100,0,09:55,10:08,3,G109,济南西,,,,,,,184.5
145,0,10:40,10:41,4,G109,曲阜东,,,,,,,244
182,0,11:17,11:19,5,G109,徐州东,,,,,,,309
245,0,12:20,12:26,6,G109,滁州,,,,,,,418.5
269,0,12:44,12:46,7,G109,南京南,,,,,,,443.5
303,0,13:18,13:20,8,G109,常州北,,,,,,,493.5
327,0,13:42,13:44,9,G109,苏州北,,,,,,,523.5
352,0,14:07,14:07,10,G109,上海虹桥,,,,,,,553
0,0,,06:45,1,G1101,武汉,,,,,,,
33,0,07:18,07:20,2,G1101,赤壁北,,,,,,,
71,0,07:56,07:58,3,G1101,汨罗东,,,,,,,
92,0,08:17,08:20,4,G1101,长沙南,,,,,,,
110,0,08:35,08:37,5,G1101,株洲西,,,,,,,
139,0,09:04,09:06,6,G1101,衡阳东,,,,,,,
174,0,09:39,09:41,7,G1101,郴州西,,,,,,,
207,0,10:12,10:14,8,G1101,韶关,,,,,,,
266,0,11:11,,9,G1101,广州南,,,,,,,
0,0,,07:00,1,G1102,广州南,,,,,,,
51,0,07:51,07:53,2,G1102,韶关,,,,,,,104.5
112,0,08:52,08:54,3,G1102,衡阳东,,,,,,,244
127,0,09:07,09:09,4,G1102,衡山西,,,,,,,259
162,0,09:42,09:45,5,G1102,长沙南,,,,,,,314
199,0,10:19,10:21,6,G1102,岳阳东,,,,,,,373.5
222,0,10:42,10:44,7,G1102,赤壁北,,,,,,,413.5
258,0,11:18,11:18,8,G1102,武汉,,,,,,,463.5
0,0,,07:00,1,G1103,武汉,,,,,,,
49,0,07:49,07:51,2,G1103,岳阳东,,,,,,,99.5
85,0,08:25,08:28,3,G1103,长沙南,,,,,,,164.5
103,0,08:43,08:45,4,G1103,株洲西,,,,,,,189.5
124,0,09:04,09:06,5,G1103,衡山西,,,,,,,229
139,0,09:19,09:21,6,G1103,衡阳东,,,,,,,244
158,0,09:38,09:40,7,G1103,耒阳西,,,,,,,269
234,0,10:54,10:56,8,G1103,清远,,,,,,,428.5
266,0,11:26,11:26,9,G1103,广州南,,,,,,,463.5
0,0,,07:46,1,G1104,广州南,,,,,,,
51,0,08:37,08:39,2,G1104,韶关,,,,,,,104.5
112,0,09:38,09:45,3,G1104,衡阳东,,,,,,,244
160,0,10:26,10:32,4,G1104,长沙南,,,,,,,314
200,0,11:06,11:08,5,G1104,岳阳东,,,,,,,373.5
252,0,11:58,11:58,6,G1104,武汉,,,,,,,463.5
0,0,,07:37,1,G1105,武汉,,,,,,,
49,0,08:26,08:28,2,G1105,岳阳东,,,,,,,99.5
71,0,08:48,08:50,3,G1105,汨罗东,,,,,,,129.5
92,0,09:09,09:12,4,G1105,长沙南,,,,,,,141.5
132,0,09:49,09:51,5,G1105,衡阳东,,,,,,,244
167,0,10:24,10:26,6,G1105,郴州西,,,,,,,309
234,0,11:31,11:33,7,G1105,广州北,,,,,,,443.5
259,0,11:56,11:56,8,G1105,广州南,,,,,,,473.5
0,0,,08:34,1,G1106,广州南,,,,,,,
24,0,08:58,09:00,2,G1106,清远,,,,,,,39.5
85,0,09:59,10:01,3,G1106,郴州西,,,,,,,174.5
120,0,10:34,10:39,4,G1106,衡阳东,,,,,,,244
152,0,11:06,11:08,5,G1106,株洲西,,,,,,,294
174,0,11:28,11:32,6,G1106,长沙南,,,,,,,314
228,0,12:22,12:27,7,G1106,赤壁北,,,,,,,413.5
267,0,13:01,13:01,8,G1106,武汉,,,,,,,463.5
0,0,,08:31,1,G1107,武汉,,,,,,,
24,0,08:55,08:57,2,G1107,咸宁北,,,,,,,39.5
40,0,09:11,09:13,3,G1107,赤壁北,,,,,,,59.5
63,0,09:34,09:36,4,G1107,岳阳东,,,,,,,99.5
99,0,10:10,10:14,5,G1107,长沙南,,,,,,,164.5
118,0,10:29,10:35,6,G1107,株洲西,,,,,,,189.5
151,0,11:02,11:04,7,G1107,衡阳东,,,,,,,244
186,0,11:37,11:39,8,G1107,郴州西,,,,,,,309
246,0,12:37,12:39,9,G1107,清远,,,,,,,428.5
278,0,13:09,13:09,10,G1107,广州南,,,,,,,463.5
0,0,,09:17,1,G1108,广州南,,,,,,,
51,0,10:08,10:10,2,G1108,韶关,,,,,,,104.5
101,0,10:58,11:00,3,G1108,耒阳西,,,,,,,219
120,0,11:17,11:19,4,G1108,衡阳东,,,,,,,244
164,0,12:01,12:05,5,G1108,长沙南,,,,,,,314
218,0,12:55,12:57,6,G1108,赤壁北,,,,,,,413.5
254,0,13:31,13:31,7,G1108,武汉,,,,,,,463.5
0,0,,09:05,1,G1109,武汉,,,,,,,
78,0,10:23,10:27,2,G1109,长沙南,,,,,,,164.5
98,0,10:43,10:45,3,G1109,株洲西,,,,,,,189.5
127,0,11:12,11:14,4,G1109,衡阳东,,,,,,,244
162,0,11:47,11:49,5,G1109,郴州西,,,,,,,309
195,0,12:20,12:22,6,G1109,韶关,,,,,,,369
254,0,13:19,13:19,7,G1109,广州南,,,,,,,463.5
0,0,,07:28,1,G110,上海虹桥,,,,,,,
25,0,07:53,07:55,2,G110,苏州北,,,,,,,34.5
49,0,08:17,08:19,3,G110,常州北,,,,,,,74.5
69,0,08:37,08:39,4,G110,镇江南,,,,,,,104.5
90,0,08:58,09:00,5,G110,南京南,,,,,,,134.5
110,0,09:18,09:23,6,G110,滁州,,,,,,,164.5
162,0,10:10,10:15,7,G110,宿州东,,,,,,,254
186,0,10:34,10:37,8,G110,徐州东,,,,,,,279
226,0,11:14,11:19,9,G110,曲阜东,,,,,,,344
262,0,11:50,11:52,10,G110,济南西,,,,,,,398.5
358,0,13:26,13:26,11,G110,北京南,,,,,,,553
0,0,,10:34,1,G1110,广州南,,,,,,,
52,0,11:26,11:28,2,G1110,韶关,,,,,,,104.5
101,0,12:15,12:17,3,G1110,耒阳西,,,,,,,219
156,0,13:10,13:13,4,G1110,长沙南,,,,,,,314
193,0,13:47,13:49,5,G1110,岳阳东,,,,,,,373.5
225,0,14:19,14:21,6,G1110,咸宁北,,,,,,,428.5
252,0,14:46,14:46,7,G1110,武汉,,,,,,,463.5
0,0,,09:10,1,G1111,武汉,,,,,,,
33,0,09:43,09:45,2,G1111,赤壁北,,,,,,,59.5
56,0,10:06,10:08,3,G1111,岳阳东,,,,,,,99.5
92,0,10:42,10:45,4,G1111,长沙南,,,,,,,164.5
144,0,11:34,11:36,5,G1111,耒阳西,,,,,,,269
167,0,11:57,11:59,6,G1111,郴州西,,,,,,,309
228,0,12:58,13:00,7,G1111,清远,,,,,,,428.5
260,0,13:30,13:30,8,G1111,广州南,,,,,,,463.5
0,0,,10:52,1,G1112,广州南,,,,,,,
79,0,12:11,12:13,2,G1112,郴州西,,,,,,,174.5
114,0,12:46,12:48,3,G1112,衡阳东,,,,,,,244
143,0,13:15,13:17,4,G1112,株洲西,,,,,,,294
164,0,13:36,13:40,5,G1112,长沙南,,,,,,,314
250,0,15:02,15:02,6,G1112,武汉,,,,,,,463.5
0,0,,07:10,1,G1113,南京南,,,,,,,
54,0,08:04,08:08,2,G1113,合肥南,,,,,,,10.5
86,0,08:36,08:38,3,G1113,六安,,,,,,,81
108,0,08:58,09:00,4,G1113,金寨,,,,,,,101.5
185,0,10:15,10:19,5,G1113,武汉,,,,,,,115.5
213,0,10:43,10:45,6,G1113,咸宁北,,,,,,,204.5
245,0,11:15,11:18,7,G1113,岳阳东,,,,,,,214
267,0,11:37,11:39,8,G1113,汨罗东,,,,,,,291.5
288,0,11:58,12:01,9,G1113,长沙南,,,,,,,331.5
329,0,12:39,12:41,10,G1113,衡阳东,,,,,,,411
363,0,13:13,13:15,11,G1113,郴州西,,,,,,,474.5
431,0,14:21,14:23,12,G1113,广州北,,,,,,,510
456,0,14:46,14:46,13,G1113,广州南,,,,,,,527
0,0,,11:02,1,G1114,广州南,,,,,,,
36,0,11:38,11:40,2,G1114,英德西,,,,,,,64.5
58,0,12:00,12:02,3,G1114,韶关,,,,,,,104.5
119,0,13:01,13:03,4,G1114,衡阳东,,,,,,,244
164,0,13:46,13:50,5,G1114,长沙南,,,,,,,314
201,0,14:23,14:25,6,G1114,岳阳东,,,,,,,373.5
233,0,14:55,14:57,7,G1114,咸宁北,,,,,,,428.5
260,0,15:22,15:22,8,G1114,武汉,,,,,,,463.5
0,0,,11:00,1,G1115,武汉,,,,,,,
24,0,11:24,11:26,2,G1115,咸宁北,,,,,,,39.5
56,0,11:56,11:58,3,G1115,岳阳东,,,,,,,99.5
93,0,12:33,12:36,4,G1115,长沙南,,,,,,,164.5
111,0,12:51,12:53,5,G1115,株洲西,,,,,,,189.5
168,0,13:48,13:51,6,G1115,郴州西,,,,,,,309
217,0,14:37,14:39,7,G1115,英德西,,,,,,,408.5
262,0,15:22,15:22,8,G1115,广州南,,,,,,,463.5
0,0,,11:48,1,G1117,武汉,,,,,,,
24,0,12:12,12:14,2,G1117,咸宁北,,,,,,,39.5
56,0,12:44,12:46,3,G1117,岳阳东,,,,,,,99.5
92,0,13:20,13:23,4,G1117,长沙南,,,,,,,164.5
132,0,14:00,14:02,5,G1117,衡阳东,,,,,,,244
151,0,14:19,14:21,6,G1117,耒阳西,,,,,,,269
200,0,15:08,15:10,7,G1117,韶关,,,,,,,369
259,0,16:07,16:07,8,G1117,广州南,,,,,,,463.5
0,0,,08:35,1,G111,北京南,,,,,,,
51,0,09:26,09:28,2,G111,沧州西,,,,,,,94.5
99,0,10:14,10:17,3,G111,济南西,,,,,,,184.5
134,0,10:49,11:00,4,G111,曲阜东,,,,,,,244
196,0,11:51,11:53,5,G111,宿州东,,,,,,,339
234,0,12:29,12:31,6,G111,定远,,,,,,,393.5
267,0,13:02,13:04,7,G111,南京南,,,,,,,443.5
301,0,13:36,13:38,8,G111,常州北,,,,,,,493.5
331,0,14:06,14:08,9,G111,昆山南,,,,,,,533.5
350,0,14:25,14:25,10,G111,上海虹桥,,,,,,,553
0,0,,12:17,1,G1120,广州南,,,,,,,
17,0,12:34,12:36,2,G1120,广州北,,,,,,,19.5
58,0,13:15,13:17,3,G1120,韶关,,,,,,,104.5
119,0,14:16,14:19,4,G1120,衡阳东,,,,,,,244
149,0,14:46,14:48,5,G1120,株洲西,,,,,,,294
171,0,15:08,15:11,6,G1120,长沙南,,,,,,,314
207,0,15:44,15:46,7,G1120,岳阳东,,,,,,,373.5
231,0,16:08,16:15,8,G1120,赤壁北,,,,,,,413.5
275,0,16:52,16:52,9,G1120,武汉,,,,,,,463.5
0,0,,12:45,1,G1121,武汉,,,,,,,
24,0,13:09,13:15,2,G1121,咸宁北,,,,,,,39.5
61,0,13:46,13:48,3,G1121,岳阳东,,,,,,,99.5
97,0,14:22,14:25,4,G1121,长沙南,,,,,,,164.5
149,0,15:14,15:16,5,G1121,耒阳西,,,,,,,269
172,0,15:37,15:39,6,G1121,郴州西,,,,,,,309
257,0,17:02,17:02,7,G1121,广州南,,,,,,,463.5
0,0,,12:55,1,G1122,广州南,,,,,,,
24,0,13:19,13:21,2,G1122,清远,,,,,,,39.5
84,0,14:19,14:21,3,G1122,郴州西,,,,,,,174.5
119,0,14:54,14:56,4,G1122,衡阳东,,,,,,,244
164,0,15:39,15:43,5,G1122,长沙南,,,,,,,314
201,0,16:16,16:18,6,G1122,岳阳东,,,,,,,373.5
233,0,16:48,16:50,7,G1122,咸宁北,,,,,,,428.5
260,0,17:15,17:15,8,G1122,武汉,,,,,,,463.5
0,0,,13:58,1,G1123,武汉,,,,,,,
34,0,14:32,14:34,2,G1123,赤壁北,,,,,,,59.5
72,0,15:10,15:12,3,G1123,汨罗东,,,,,,,129.5
93,0,15:31,15:35,4,G1123,长沙南,,,,,,,164.5
134,0,16:12,16:17,5,G1123,衡阳东,,,,,,,244
156,0,16:34,16:36,6,G1123,耒阳西,,,,,,,269
205,0,17:23,17:25,7,G1123,韶关,,,,,,,369
264,0,18:22,18:22,8,G1123,广州南,,,,,,,463.5
0,0,,14:20,1,G1124,广州南,,,,,,,
51,0,15:11,15:13,2,G1124,韶关,,,,,,164.5,104.5
84,0,15:44,15:50,3,G1124,郴州西,,,,,,274.5,174.5
111,0,16:11,16:13,4,G1124,耒阳西,,,,,,349,219
138,0,16:38,16:40,5,G1124,衡山西,,,,,,414,259
174,0,17:14,17:22,6,G1124,长沙南,,,,,,504,314
215,0,17:55,17:58,7,G1124,岳阳东,,,,,,598.5,373.5
241,0,18:21,18:25,8,G1124,赤壁北,,,,,,658.5,413.5
279,0,18:59,,9,G1124,武汉,,,,,,738.5,463.5
0,0,,15:06,1,G1125,武汉,,,,,,,
34,0,15:40,15:42,2,G1125,赤壁北,,,,,,,59.5
86,0,16:32,16:37,3,G1125,长沙南,,,,,,,164.5
120,0,17:06,17:08,4,G1125,衡山西,,,,,,,229
163,0,17:49,17:51,5,G1125,郴州西,,,,,,,309
196,0,18:22,18:24,6,G1125,韶关,,,,,,,369
237,0,19:03,19:05,7,G1125,广州北,,,,,,,443.5
262,0,19:28,19:28,8,G1125,广州南,,,,,,,463.5
0,0,,14:28,1,G1126,广州南,,,,,,,
51,0,15:19,15:26,2,G1126,韶关,,,,,,,104.5
89,0,15:57,15:59,3,G1126,郴州西,,,,,,,174.5
125,0,16:33,16:35,4,G1126,衡阳东,,,,,,,244
154,0,17:02,17:04,5,G1126,株洲西,,,,,,,294
176,0,17:24,17:29,6,G1126,长沙南,,,,,,,314
199,0,17:47,17:49,7,G1126,汨罗东,,,,,,,349
221,0,18:09,18:11,8,G1126,岳阳东,,,,,,,373.5
276,0,19:04,19:04,9,G1126,武汉,,,,,,,463.5
0,0,,15:23,1,G1127,武汉,,,,,,,
78,0,16:41,16:44,2,G1127,长沙南,,,,,,,164.5
96,0,16:59,17:01,3,G1127,株洲西,,,,,,,189.5
137,0,17:40,17:42,4,G1127,耒阳西,,,,,,,269
186,0,18:29,18:31,5,G1127,韶关,,,,,,,369
220,0,19:03,19:05,6,G1127,清远,,,,,,,428.5
251,0,19:34,19:34,7,G1127,广州南,,,,,,,463.5
0,0,,15:49,1,G1129,武汉,,,,,,,
24,0,16:13,16:15,2,G1129,咸宁北,,,,,,,39.5
87,0,17:16,17:20,3,G1129,长沙南,,,,,,,164.5
106,0,17:35,17:37,4,G1129,株洲西,,,,,,,189.5
135,0,18:04,18:06,5,G1129,衡阳东,,,,,,,244
196,0,19:05,19:07,6,G1129,韶关,,,,,,,369
237,0,19:46,19:48,7,G1129,广州北,,,,,,,443.5
262,0,20:11,20:11,8,G1129,广州南,,,,,,,463.5
0,0,,08:05,1,G112,上海虹桥,,,,,,,
23,0,08:28,08:30,2,G112,苏州北,,,,,,,34.5
74,0,09:19,09:21,3,G112,南京南,,,,,,,134.5
107,0,09:52,09:54,4,G112,定远,,,,,,,189.5
160,0,10:45,10:56,5,G112,徐州东,,,,,,,279
234,0,11:59,12:09,6,G112,济南西,,,,,,,398.5
290,0,12:55,13:01,7,G112,沧州西,,,,,,,473.5
318,0,13:23,13:26,8,G112,天津南,,,,,,,508.5
339,0,13:44,13:47,9,G112,廊坊,,,,,,,528.5
363,0,14:08,14:08,10,G112,北京南,,,,,,,553
0,0,,15:26,1,G1130,广州南,,,,,,,
51,0,16:17,16:31,2,G1130,韶关,,,,,,,104.5
96,0,17:02,17:04,3,G1130,郴州西,,,,,,,174.5
131,0,17:37,17:39,4,G1130,衡阳东,,,,,,,244
175,0,18:21,18:25,5,G1130,长沙南,,,,,,,314
212,0,18:58,19:00,6,G1130,岳阳东,,,,,,,373.5
244,0,19:30,19:32,7,G1130,咸宁北,,,,,,,428.5
271,0,19:57,19:57,8,G1130,武汉,,,,,,,463.5
